dance,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
198,938,-5.929,132,1.4e-05,1.2e-06,109,0.12,150.888,3
283,962,-3.528,103,3.55e-06,748,103,179,168.237,3
327,838,-6.148,46,2.09e-06,609,593,119,129.747,3
261,954,-5.707,795,1.98e-05,744,757,776,174.949,3
236,962,-5.76,128,3.59e-06,486,507,0.42,95.121,3
397,951,-6.074,726,7.09e-06,621,293,607,82.483,3
355,952,-6.477,814,4.19e-06,176,0.36,362,94.972,3
493,937,-6.66,592,381,283,137,345,105.033,3
206,998,-6.137,106,3.29e-06,235,319,241,100.063,3
398,984,-6.762,779,422,194,183,0.1,104.483,3
0.41,977,-7.084,597,2.38e-05,234,87,507,95.993,3
846,957,-5.085,0.11,0.0,349,287,163,169.943,3
0.49,996,-3.529,729,427,601,432,701,108.988,3
172,806,-9.751,175,637,269,796,339,109.609,3
312,952,-5.986,188,1.99e-05,825,234,375,119.925,3
393,975,-5.274,423,3.13e-05,174,614,392,152.543,3
223,989,-4.23,108,1.38e-06,833,149,769,119.421,3
263,992,-5.513,0.1,128,704,345,362,159.914,3
164,856,-4.534,599,2.66e-06,247,0.24,163,130.919,3
0.17,921,-5.664,919,4.52e-06,0.76,248,998,124.704,3
178,818,-7.186,475,268,368,405,536,148.159,3
248,534,-8.27,523,438,633,119,357,113.97,3
257,495,-8.64,325,617,938,277,355,83.219,3
349,989,-2.889,211,392,396,199,398,129.803,3
203,876,-4.834,388,9.7e-06,137,335,332,140.014,3
0.2,954,-5.606,697,2.5e-06,882,306,0.24,104.1,3
211,965,-4.571,0.11,606,381,923,518,119.866,3
104,345,-14.844,385,813,922,154,379,91.211,3
313,0.97,-10.161,739,1.58e-05,793,299,318,150.029,3
327,941,-7.591,107,3.78e-05,0.88,236,93,80.2,3
196,897,-11.85,81,2.22e-05,905,154,63,99.168,3
163,0.98,-6.672,132,1.48e-06,253,0.25,219,168.725,3
207,733,-12.181,671,375,731,649,0.32,88.287,3
187,956,-4.753,962,997,204,179,362,122.703,3
129,955,-5.072,136,5.84e-05,923,167,341,98.798,3
135,988,-4.885,163,1.68e-06,163,125,202,94.429,3
196,878,-8.19,124,3.83e-05,177,916,373,128.117,3
194,835,-11.513,508,7.18e-06,936,785,211,112.308,3
477,0.7,-9.668,412,1.73e-05,915,114,395,115.098,3
479,926,-9.217,934,1.06e-05,736,144,722,115.009,3
245,989,-3.335,255,4.48e-05,134,347,238,200.779,3
268,0.98,-4.805,746,1.16e-06,907,184,0.14,159.586,3
213,924,-5.622,821,5.06e-05,877,811,205,127.25,3
145,995,-5.952,235,4.77e-06,348,649,346,179.832,3
413,962,-6.793,647,4.93e-06,876,866,336,140.042,3
519,983,-6.851,103,126,736,426,0.23,142.349,3
154,726,-8.868,891,8.06e-05,938,384,631,86.424,3
709,921,-4.305,908,706,898,225,217,184.186,3
254,927,-7.606,716,8.57e-05,85,207,237,143.182,3
441,776,-6.227,338,251,16,114,169,75.023,3
394,776,-8.61,377,8.43e-05,776,108,215,160.105,3
242,989,-4.362,107,225,2.6e-05,155,195,169.955,3
243,957,-8.131,783,4.34e-06,819,816,167,113.465,3
454,563,-7.653,367,211,957,126,621,119.939,3
523,481,-9.757,269,0.93,12,236,198,137.985,3
133,0.4,-10.543,685,17,932,114,371,142.82,3
205,0.95,-8.498,132,1.93e-05,805,212,314,184.43,3
0.12,884,-5.194,646,2.81e-05,824,141,642,90.02,3
182,864,-7.382,594,1.07e-05,783,828,272,75.014,3
355,952,-6.477,814,4.19e-06,176,0.36,362,94.972,3
178,964,-5.542,732,"7,00E-05",743,611,413,180.791,3
484,934,-6.057,781,434,695,204,599,130.034,3
406,667,-5.334,342,987,366,915,217,109.841,3
437,951,-6.528,619,2.28e-05,702,417,273,105.036,3
235,937,-10.627,128,15,793,0.11,186,84.904,3
263,969,-4.798,837,7.08e-05,289,555,332,130.16,3
238,938,-6.724,104,4.45e-05,941,231,102,119.98,3
202,751,-8.039,447,165,142,0.38,185,87.496,3
392,776,-5.793,507,2.27e-06,899,78,215,114.964,3
276,978,-2.882,73,6.72e-06,102,359,434,106.967,3
124,871,-8.292,806,1.65e-05,908,0.37,359,82.308,3
377,971,-7.267,845,1.71e-06,636,118,59,95.046,3
451,754,-6.201,541,951,163,498,263,132.976,3
606,674,-6.982,714,151,431,0.11,102,112.505,3
211,969,-4.581,972,14,545,347,503,101.464,3
916,998,-5.353,0.17,229,0.16,522,615,173.833,3
0.17,828,-4.813,355,4.34e-06,0.37,0.26,111,86.008,3
512,937,-3.76,426,321,7.69e-06,196,0.67,149.998,3
335,969,-4.732,67,4.33e-06,783,885,837,75.03,3
0.13,961,-8.269,127,4.81e-05,881,707,349,145.095,3
413,723,-5.785,335,265,631,0.27,195,149.799,3
888,933,-5.682,701,6.54e-06,671,469,58,166.557,3
199,942,-5.304,804,1.36e-05,236,288,152,151.757,3
341,924,-4.684,902,1.06e-06,1.43e-06,447,305,123.909,3
467,643,-4.501,328,542,405,334,153,120.064,3
558,756,-8.08,325,235,818,118,355,124.998,3
215,941,-5.128,0.13,0.0,252,602,328,126.529,3
388,578,-8.897,287,513,351,122,0.22,88.006,3
415,649,-7.137,418,6.69e-05,263,194,243,95.041,3
453,974,-3.163,129,162,664,813,122,110.008,3
282,969,-4.347,709,11,678,87,155,184.998,3
115,901,-6.318,751,4.28e-05,649,126,795,160.184,3
198,956,-5.339,64,5.21e-06,621,169,216,114.183,3
379,955,-3.005,371,9.81e-06,112,363,315,161.958,3
244,949,-10.463,612,2.13e-05,214,203,329,110.752,3
584,0.93,-4.72,176,123,815,316,503,137.008,3
449,974,-6.925,902,2.68e-06,906,161,0.14,113.533,3
0.19,992,-5.929,104,1.83e-06,815,256,731,131.051,3
329,882,-7.455,724,6.06e-06,928,676,73,134.722,3
287,963,-7.56,0.11,112,0.56,363,0.22,100.586,3
147,966,-5.771,796,4.66e-05,329,153,249,146.926,3
258,923,-8.002,45,8,243,771,578,132.494,3
101,991,-5.9,143,1.24e-05,149,532,931,160.587,3
152,399,-8.259,602,938,0.87,0.2,365,135.296,3
145,971,-4.928,0.12,6.89e-06,246,307,887,199.903,3
329,313,-10.609,29,101,859,959,421,200.081,3
517,381,-9.72,343,357,909,106,305,109.954,3
443,883,-6.28,387,5.65e-05,698,175,847,118.488,3
0.25,939,-7.652,131,28,219,135,375,99.516,3
329,582,-5.489,503,4.98e-05,805,893,872,124.931,3
252,985,-6.876,167,2.61e-06,0.27,321,397,119.967,3
441,997,-4.928,0.19,562,19,147,314,150.036,3
271,815,-7.045,0.06,13,105,412,0.11,126.994,3
174,324,-13.455,396,632,847,558,493,119.282,3
395,935,-6.512,481,117,0.82,167,189,150.029,3
556,909,-1.678,772,1.65e-05,875,613,297,123.985,3
401,953,-3.185,652,214,306,134,373,179.931,3
518,848,-10.933,561,473,278,411,367,119.923,3
411,937,-5.001,571,1.94e-05,245,153,225,110.972,3
392,932,-4.47,708,2.48e-06,728,317,356,117.961,3
255,982,-4.369,164,13,0.1,361,424,97.61,3
169,878,-5.34,542,6.37e-06,625,389,306,103.0,3
0.24,979,-6.965,812,2.1e-06,566,334,861,135.018,3
233,958,-8.827,633,6.69e-06,946,384,383,160.186,3
225,969,-5.162,105,5.53e-05,724,0.3,663,164.839,3
665,415,-4.905,167,102,901,295,173,180.463,3
239,982,-5.466,186,128,102,729,0.12,159.926,3
331,838,-7.88,557,1.71e-06,768,93,0.25,119.829,3
295,953,-5.58,814,2.72e-06,332,142,645,141.102,3
202,837,-8.207,446,1.75e-05,653,0.23,0.38,122.309,3
137,258,-6.12,724,24,744,106,349,139.75,3
749,824,-7.492,88,0.0,855,106,322,80.231,3
362,994,-4.534,181,4.77e-05,0.0,337,163,136.465,3
119,968,-4.299,374,1.36e-05,966,0.33,374,171.644,3
206,942,-7.241,775,4.75e-06,909,485,243,92.023,3
299,855,-7.425,987,186,516,526,132,126.898,3
345,593,-6.686,544,2.99e-05,955,556,182,99.929,3
338,932,-8.347,817,1.69e-05,359,141,131,159.974,3
149,988,-3.231,138,6.99e-06,776,153,654,100.605,3
116,994,-4.908,167,"6,00E-06",255,416,383,163.551,3
99,974,-3.688,931,3.77e-06,843,547,147,166.572,3
467,969,-6.543,836,2.67e-06,654,148,247,109.0,3
192,875,-5.088,557,2.57e-05,776,108,128,128.669,3
147,991,-2.818,287,123,551,0.91,863,83.017,3
111,898,-5.316,97,8.42e-06,309,332,701,168.273,3
0.39,847,-7.669,497,331,981,271,349,100.033,3
346,0.9,-7.899,451,9.17e-06,692,0.12,248,140.11,3
227,991,-4.537,154,2.3e-05,458,58,117,91.042,3
206,613,-7.119,463,899,748,309,781,82.459,3
0.22,874,-4.389,583,3.74e-06,836,0.14,211,107.561,3
269,922,-3.872,773,2.14e-05,134,765,368,159.878,3
292,0.67,-2.811,133,3.66e-05,315,326,972,129.871,3
229,413,-3.835,892,1.18e-06,904,644,777,119.816,3
364,565,-8.793,315,5,289,254,583,121.285,3
469,0.99,-4.266,132,178,183,143,158,114.972,3
226,683,-7.47,419,125,143,863,421,139.989,3
0.51,985,-7.518,107,179,212,213,295,100.003,3
235,998,-6.489,139,334,94,0.34,256,122.277,3
361,966,-7.713,132,6.66e-06,827,293,117,161.018,3
0.35,953,-7.106,609,1.32e-05,185,346,314,158.012,3
225,0.25,-14.85,385,921,971,382,395,124.915,3
379,0.93,-8.233,102,124,208,771,396,155.01,3
384,991,-1.457,878,356,845,527,299,134.913,3
539,757,-6.398,499,47,5,926,147,124.982,3
234,929,-3.059,818,0.0,933,272,0.1,155.577,3
419,877,-5.468,102,285,88,712,397,170.025,3
228,911,-8.409,169,175,873,0.4,121,127.168,3
468,997,-4.756,172,3.88e-06,696,154,389,150.006,3
304,228,-13.441,332,886,943,0.3,768,109.955,3
335,716,-10.513,46,129,303,0.32,624,129.932,3
259,948,-7.112,498,3.2e-06,289,232,0.26,160.021,3
422,884,-4.34,379,1.11e-05,0.0,232,463,136.032,3
247,687,-18.731,811,1.68e-05,0.27,592,162,133.963,3
336,982,-5.683,186,4.16e-05,477,795,794,134.528,3
215,988,-13.628,963,3.59e-05,105,328,359,146.588,3
413,942,-5.139,569,985,228,381,501,149.832,3
0.32,995,-4.38,222,4.92e-06,768,312,362,175.96,3
193,995,-4.893,0.18,4.29e-06,737,486,743,109.837,3
0.33,992,-4.689,206,2.6e-06,0.59,236,993,111.666,3
159,973,-4.724,104,4.59e-06,208,137,752,101.408,3
278,972,-4.296,222,641,0.79,196,259,169.908,3
297,985,-6.411,175,5.35e-05,827,246,398,164.978,3
254,0.67,-4.519,124,6.71e-05,696,133,196,90.286,3
0.19,967,-4.891,111,4.17e-06,247,375,289,87.243,3
0.32,945,-6.311,117,129,177,657,0.39,152.781,3
305,997,-3.519,174,728,0.16,411,134,174.03,3
203,974,-7.629,302,119,875,104,371,90.119,3
189,905,-7.304,693,3.54e-05,931,106,186,97.164,3
337,955,-5.061,839,5.98e-06,891,862,151,142.457,3
171,807,-7.643,55,3.31e-06,0.84,156,151,124.244,3
114,991,-6.103,115,"1,00E-06",0.84,287,646,176.516,3
469,958,-5.408,593,609,106,245,403,83.997,3
0.12,891,-7.428,752,928,953,355,158,149.26,3
859,849,-5.48,801,11,962,336,129,165.985,3
203,928,-10.858,866,2.24e-05,699,307,195,119.634,3
193,0.99,-6.199,124,1.19e-06,848,407,38,134.067,3
573,976,-4.004,179,4.57e-05,222,272,315,114.02,3
128,954,-4.753,567,3.53e-06,128,167,183,147.166,3
565,852,-3.869,34,129,114,962,0.51,124.96,3
406,977,-10.303,809,794,497,953,594,125.004,3
379,801,-10.539,621,335,538,436,129,124.979,3
363,854,-7.445,397,8.93e-05,0.8,262,489,116.628,3
0.38,916,-11.547,487,25,882,242,0.29,152.409,3
